Transaction_ID,Date,Store_ID,Region,Product_ID,Product_Name,Category,Quantity_Sold,Cost_Price,Selling_Price,Discount,Revenue,Profit,Current_Stock,Reorder_Level,Customer_Type,Payment_Method
T001981,2025-11-28,Store-A,South,P019,Tissue,Home Care,3,75,92.99,13.95,237.12,12.12,51,30,Wholesale,UPI
T001982,2025-09-16,Store-B,West,P019,Tissue,Home Care,9,75,104.06,15.61,796.05,121.05,291,30,Wholesale,UPI
T001983,2025-01-23,Store-C,South,P019,Tissue,Home Care,16,75,101.2,0.0,1619.2,419.2,141,30,Wholesale,Cash
T001984,2025-07-01,Store-D,North,P009,Soap,Personal Care,3,30,41.61,6.24,106.11,16.11,62,30,New,Card
T001985,2025-07-13,Store-C,North,P008,Biscuits,Snacks,6,35,45.37,2.27,258.6,48.6,175,30,New,Card
T001986,2025-11-06,Store-D,East,P013,Soft Drink,Beverages,6,50,61.89,0.0,371.34,71.34,458,30,Wholesale,UPI
T001987,2025-11-10,Store-D,North,P013,Soft Drink,Beverages,18,50,61.23,6.12,991.98,91.98,484,30,New,UPI
T001988,2025-03-20,Store-C,North,P017,Salt,Grocery,10,20,23.91,3.59,203.2,3.2,10,30,New,Cash
T001989,2025-11-19,Store-D,East,P006,Butter,Dairy,12,55,72.82,3.64,830.16,170.16,427,30,Wholesale,Card
T001990,2025-10-01,Store-D,South,P005,Eggs,Dairy,1,90,117.07,5.85,111.22,21.22,141,30,Wholesale,Cash
T001991,2025-03-19,Store-D,North,P014,Tea,Beverages,5,140,202.37,30.36,860.05,160.05,250,30,New,Cash
T001992,2025-02-27,Store-B,East,P020,Notebook,Stationery,3,60,70.61,0.0,211.83,31.83,114,30,Wholesale,Card
T001993,2025-04-20,Store-D,West,P006,Butter,Dairy,7,55,75.04,0.0,525.28,140.28,124,30,Regular,UPI
T001994,2025-10-12,Store-A,West,P006,Butter,Dairy,8,55,63.97,6.4,460.56,20.56,169,30,New,Card
T001995,2025-06-04,Store-D,South,P001,Milk,Dairy,6,60,75.49,7.55,407.64,47.64,389,30,New,Cash
T001996,2025-04-09,Store-C,East,P020,Notebook,Stationery,4,60,76.72,0.0,306.88,66.88,451,30,Regular,Card
T001997,2025-09-05,Store-A,South,P014,Tea,Beverages,13,140,196.5,29.48,2171.26,351.26,391,30,Wholesale,UPI
T001998,2025-10-05,Store-A,West,P020,Notebook,Stationery,18,60,79.32,0.0,1427.76,347.76,284,30,New,Card
T001999,2025-07-31,Store-A,South,P005,Eggs,Dairy,4,90,110.83,16.62,376.84,16.84,143,30,New,Card
T002000,2025-08-05,Store-B,West,P006,Butter,Dairy,13,55,73.59,7.36,860.99,145.99,284,30,Wholesale,Card
T002001,2025-06-09,Store-A,East,P018,Detergent,Home Care,15,260,323.31,48.5,4122.15,222.15,295,30,New,Card
T002002,2025-03-05,Store-B,South,P009,Soap,Personal Care,11,30,41.73,0.0,459.03,129.03,61,30,Regular,Card
T002003,2025-12-22,Store-A,East,P016,Cooking Oil,Grocery,12,180,220.31,33.05,2247.12,87.12,460,30,Regular,Cash
T002004,2025-11-02,Store-D,South,P016,Cooking Oil,Grocery,3,180,229.81,0.0,689.43,149.43,121,30,New,UPI
T002005,2025-09-21,Store-C,East,P008,Biscuits,Snacks,14,35,50.5,2.52,671.72,181.72,56,30,New,Card
T002006,2025-11-01,Store-C,South,P002,Bread,Bakery,13,40,51.83,0.0,673.79,153.79,17,30,New,Card
T002007,2025-07-12,Store-D,East,P019,Tissue,Home Care,9,75,90.28,9.03,731.25,56.25,476,30,Wholesale,Card
T002008,2025-06-17,Store-D,East,P020,Notebook,Stationery,14,60,76.76,11.51,913.5,73.5,30,30,Regular,Cash
T002009,2025-08-15,Store-C,North,P010,Shampoo,Personal Care,11,180,229.87,22.99,2275.68,295.68,255,30,Wholesale,UPI
T002010,2025-09-17,Store-A,West,P010,Shampoo,Personal Care,11,180,259.1,12.96,2707.54,727.54,405,30,Regular,Cash
T002011,2025-03-08,Store-B,West,P012,Juice,Beverages,9,80,111.17,16.68,850.41,130.41,406,30,New,Card
T002012,2025-11-08,Store-C,South,P010,Shampoo,Personal Care,2,180,212.85,21.29,383.12,23.12,314,30,Regular,Cash
T002013,2025-03-19,Store-C,South,P014,Tea,Beverages,6,140,196.93,0.0,1181.58,341.58,94,30,New,UPI
T002014,2025-06-11,Store-A,West,P016,Cooking Oil,Grocery,16,180,223.77,11.19,3401.28,521.28,396,30,Regular,Cash
T002015,2025-07-10,Store-C,West,P003,Rice,Grocery,6,70,86.4,0.0,518.4,98.4,52,30,Regular,Cash
T002016,2025-12-31,Store-D,South,P018,Detergent,Home Care,1,260,307.45,46.12,261.33,1.33,251,30,Regular,Cash
T002017,2025-01-07,Store-C,West,P006,Butter,Dairy,19,55,73.08,7.31,1249.63,204.63,232,30,Regular,Card
T002018,2025-03-17,Store-A,South,P014,Tea,Beverages,9,140,196.82,29.52,1505.7,245.7,43,30,Regular,Cash
T002019,2025-04-27,Store-D,East,P017,Salt,Grocery,9,20,24.37,3.66,186.39,6.39,180,30,Wholesale,Card
T002020,2025-11-22,Store-B,East,P013,Soft Drink,Beverages,18,50,58.22,5.82,943.2,43.2,424,30,New,Card
T002021,2025-06-16,Store-C,East,P006,Butter,Dairy,10,55,65.36,3.27,620.9,70.9,262,30,New,Cash
T002022,2025-11-30,Store-D,East,P002,Bread,Bakery,14,40,49.05,4.91,617.96,57.96,151,30,Wholesale,Cash
T002023,2025-08-18,Store-C,West,P007,Chips,Snacks,3,25,29.59,1.48,84.33,9.33,83,30,Wholesale,Card
T002024,2025-04-16,Store-B,East,P003,Rice,Grocery,15,70,89.71,13.46,1143.75,93.75,396,30,Wholesale,Card
T002025,2025-10-12,Store-D,South,P006,Butter,Dairy,16,55,66.05,3.3,1004.0,124.0,449,30,Regular,UPI
T002026,2025-02-04,Store-D,South,P012,Juice,Beverages,1,80,107.72,0.0,107.72,27.72,415,30,Regular,UPI
T002027,2025-10-07,Store-B,East,P011,Toothpaste,Personal Care,7,95,110.2,5.51,732.83,67.83,171,30,Wholesale,Cash
T002028,2025-12-25,Store-A,North,P011,Toothpaste,Personal Care,8,95,134.36,0.0,1074.88,314.88,23,30,Wholesale,UPI
T002029,2025-08-06,Store-C,South,P015,Coffee,Beverages,16,220,286.34,0.0,4581.44,1061.44,436,30,New,UPI
T002030,2025-09-30,Store-B,East,P009,Soap,Personal Care,12,30,36.85,5.53,375.84,15.84,32,30,Wholesale,Cash
T002031,2025-10-10,Store-A,North,P016,Cooking Oil,Grocery,20,180,240.46,36.07,4087.8,487.8,365,30,Wholesale,Card
T002032,2025-10-02,Store-D,East,P011,Toothpaste,Personal Care,8,95,127.59,0.0,1020.72,260.72,80,30,Wholesale,Card
T002033,2025-09-28,Store-B,North,P013,Soft Drink,Beverages,20,50,66.02,9.9,1122.4,122.4,305,30,New,UPI
T002034,2025-05-21,Store-D,South,P016,Cooking Oil,Grocery,19,180,244.97,36.75,3956.18,536.18,58,30,New,UPI
T002035,2025-05-10,Store-B,East,P008,Biscuits,Snacks,2,35,48.76,7.31,82.9,12.9,368,30,Regular,Cash
T002036,2025-05-01,Store-B,North,P018,Detergent,Home Care,8,260,345.21,17.26,2623.6,543.6,271,30,Regular,Cash
T002037,2025-10-18,Store-B,South,P018,Detergent,Home Care,16,260,301.35,15.07,4580.48,420.48,488,30,Wholesale,Card
T002038,2025-03-16,Store-A,North,P002,Bread,Bakery,19,40,52.68,2.63,950.95,190.95,90,30,Regular,Cash
T002039,2025-02-02,Store-D,West,P006,Butter,Dairy,8,55,66.15,0.0,529.2,89.2,13,30,New,UPI
T002040,2025-07-17,Store-A,North,P004,Sugar,Grocery,2,45,64.04,9.61,108.86,18.86,371,30,Wholesale,Cash
T002041,2025-02-01,Store-B,East,P010,Shampoo,Personal Care,7,180,227.12,0.0,1589.84,329.84,152,30,New,Card
T002042,2025-09-05,Store-C,West,P008,Biscuits,Snacks,3,35,46.44,0.0,139.32,34.32,407,30,Wholesale,Card
T002043,2025-10-29,Store-C,North,P005,Eggs,Dairy,7,90,112.0,16.8,666.4,36.4,448,30,Regular,Cash
T002044,2025-04-04,Store-A,East,P007,Chips,Snacks,1,25,32.18,4.83,27.35,2.35,473,30,New,UPI
T002045,2025-01-11,Store-A,West,P019,Tissue,Home Care,13,75,96.09,0.0,1249.17,274.17,174,30,New,Card
T002046,2025-11-28,Store-D,East,P013,Soft Drink,Beverages,14,50,61.53,0.0,861.42,161.42,11,30,New,Cash
T002047,2025-08-17,Store-C,North,P003,Rice,Grocery,8,70,101.22,0.0,809.76,249.76,418,30,New,Card
T002048,2025-09-25,Store-A,East,P019,Tissue,Home Care,9,75,103.63,15.54,792.81,117.81,26,30,Wholesale,Cash
T002049,2025-03-14,Store-D,West,P014,Tea,Beverages,14,140,184.03,18.4,2318.82,358.82,288,30,Regular,UPI
T002050,2025-08-10,Store-A,West,P020,Notebook,Stationery,15,60,83.13,4.16,1184.55,284.55,281,30,Wholesale,Card
T002051,2025-10-30,Store-D,South,P016,Cooking Oil,Grocery,20,180,210.92,0.0,4218.4,618.4,194,30,New,UPI
T002052,2025-12-21,Store-B,South,P003,Rice,Grocery,19,70,90.04,13.51,1454.07,124.07,16,30,Regular,Cash
T002053,2025-11-20,Store-B,West,P005,Eggs,Dairy,14,90,127.29,12.73,1603.84,343.84,237,30,Regular,UPI
T002054,2025-03-13,Store-A,West,P003,Rice,Grocery,18,70,98.45,9.85,1594.8,334.8,483,30,New,UPI
T002055,2025-09-07,Store-D,East,P017,Salt,Grocery,11,20,28.83,0.0,317.13,97.13,240,30,Wholesale,Cash
T002056,2025-02-08,Store-A,South,P005,Eggs,Dairy,16,90,111.51,5.58,1694.88,254.88,406,30,New,Cash
T002057,2025-05-17,Store-B,South,P020,Notebook,Stationery,19,60,76.25,3.81,1376.36,236.36,228,30,Regular,Card
T002058,2025-01-28,Store-C,East,P016,Cooking Oil,Grocery,11,180,234.66,0.0,2581.26,601.26,235,30,New,Cash
T002059,2025-09-06,Store-A,East,P004,Sugar,Grocery,18,45,56.43,5.64,914.22,104.22,195,30,New,Card
T002060,2025-07-07,Store-D,North,P005,Eggs,Dairy,1,90,126.31,6.32,119.99,29.99,69,30,Wholesale,Card
T002061,2025-12-27,Store-C,West,P001,Milk,Dairy,2,60,70.14,10.52,119.24,-0.76,117,30,New,Cash
T002062,2025-08-29,Store-B,South,P015,Coffee,Beverages,6,220,266.94,13.35,1521.54,201.54,147,30,Wholesale,Card
T002063,2025-09-24,Store-B,South,P011,Toothpaste,Personal Care,9,95,109.39,0.0,984.51,129.51,253,30,Wholesale,UPI
T002064,2025-07-19,Store-C,North,P015,Coffee,Beverages,8,220,258.95,38.84,1760.88,0.88,42,30,New,Cash
T002065,2025-03-01,Store-C,North,P002,Bread,Bakery,12,40,57.32,0.0,687.84,207.84,51,30,Wholesale,Cash
T002066,2025-04-06,Store-D,North,P015,Coffee,Beverages,4,220,317.75,0.0,1271.0,391.0,166,30,Wholesale,Cash
T002067,2025-10-19,Store-B,South,P012,Juice,Beverages,8,80,114.73,17.21,780.16,140.16,32,30,Regular,Cash
T002068,2025-01-08,Store-A,West,P015,Coffee,Beverages,3,220,306.44,30.64,827.4,167.4,353,30,New,Card
T002069,2025-12-31,Store-C,East,P003,Rice,Grocery,17,70,92.55,9.26,1415.93,225.93,292,30,Regular,Card
T002070,2025-10-12,Store-B,West,P005,Eggs,Dairy,19,90,117.59,17.64,1899.05,189.05,308,30,New,Cash
T002071,2025-03-01,Store-D,North,P020,Notebook,Stationery,9,60,74.02,11.1,566.28,26.28,397,30,Wholesale,Card
T002072,2025-06-09,Store-A,South,P017,Salt,Grocery,5,20,28.86,1.44,137.1,37.1,417,30,Wholesale,Cash
T002073,2025-10-15,Store-D,South,P002,Bread,Bakery,9,40,49.99,2.5,427.41,67.41,185,30,Wholesale,Cash
T002074,2025-07-04,Store-D,East,P003,Rice,Grocery,15,70,99.24,4.96,1414.2,364.2,456,30,Wholesale,Cash
T002075,2025-05-20,Store-D,North,P011,Toothpaste,Personal Care,5,95,121.24,0.0,606.2,131.2,212,30,Wholesale,UPI
T002076,2025-05-09,Store-C,South,P015,Coffee,Beverages,7,220,291.83,14.59,1940.68,400.68,372,30,Wholesale,UPI
T002077,2025-11-19,Store-C,West,P006,Butter,Dairy,11,55,76.45,11.47,714.78,109.78,476,30,Regular,Card
T002078,2025-08-16,Store-C,North,P002,Bread,Bakery,11,40,50.01,7.5,467.61,27.61,422,30,New,UPI
T002079,2025-07-23,Store-B,South,P015,Coffee,Beverages,20,220,275.15,0.0,5503.0,1103.0,191,30,Wholesale,Cash
T002080,2025-06-16,Store-A,North,P001,Milk,Dairy,20,60,69.61,6.96,1253.0,53.0,466,30,New,Card
T002081,2025-04-30,Store-A,North,P010,Shampoo,Personal Care,1,180,242.97,0.0,242.97,62.97,460,30,Regular,UPI
T002082,2025-06-18,Store-C,West,P017,Salt,Grocery,13,20,23.57,0.0,306.41,46.41,77,30,Wholesale,UPI
T002083,2025-11-14,Store-C,South,P002,Bread,Bakery,6,40,48.02,0.0,288.12,48.12,212,30,New,UPI
T002084,2025-03-11,Store-B,West,P003,Rice,Grocery,6,70,101.46,0.0,608.76,188.76,346,30,New,Card
T002085,2025-12-25,Store-A,North,P012,Juice,Beverages,2,80,92.25,13.84,156.82,-3.18,393,30,New,Cash
T002086,2025-06-27,Store-C,West,P011,Toothpaste,Personal Care,7,95,133.84,6.69,890.05,225.05,469,30,Wholesale,Card
T002087,2025-09-10,Store-A,West,P011,Toothpaste,Personal Care,2,95,121.73,0.0,243.46,53.46,494,30,Wholesale,Cash
T002088,2025-07-01,Store-C,North,P005,Eggs,Dairy,15,90,119.56,0.0,1793.4,443.4,481,30,Regular,Card
T002089,2025-12-13,Store-B,East,P003,Rice,Grocery,2,70,80.7,12.11,137.18,-2.82,152,30,Wholesale,Cash
T002090,2025-03-06,Store-A,South,P007,Chips,Snacks,19,25,29.64,2.96,506.92,31.92,183,30,New,Cash
T002091,2025-02-06,Store-C,North,P017,Salt,Grocery,20,20,27.19,2.72,489.4,89.4,37,30,Regular,Card
T002092,2025-10-07,Store-C,East,P011,Toothpaste,Personal Care,20,95,126.82,6.34,2409.6,509.6,496,30,Regular,UPI
T002093,2025-02-06,Store-A,North,P019,Tissue,Home Care,11,75,89.55,8.96,886.49,61.49,203,30,New,UPI
T002094,2025-10-20,Store-D,North,P019,Tissue,Home Care,19,75,86.54,0.0,1644.26,219.26,208,30,Regular,Card
T002095,2025-12-23,Store-B,West,P013,Soft Drink,Beverages,15,50,64.66,0.0,969.9,219.9,403,30,Wholesale,UPI
T002096,2025-10-25,Store-C,South,P005,Eggs,Dairy,7,90,121.38,12.14,764.68,134.68,162,30,Regular,Cash
T002097,2025-06-17,Store-A,South,P013,Soft Drink,Beverages,16,50,64.38,3.22,978.56,178.56,176,30,Regular,Card
T002098,2025-06-10,Store-C,South,P012,Juice,Beverages,1,80,93.75,4.69,89.06,9.06,199,30,New,Cash
T002099,2025-10-26,Store-A,South,P010,Shampoo,Personal Care,4,180,231.81,23.18,834.52,114.52,99,30,Wholesale,Card
T002100,2025-02-18,Store-A,North,P005,Eggs,Dairy,8,90,124.81,12.48,898.64,178.64,174,30,Wholesale,Cash
T002101,2025-12-13,Store-A,East,P019,Tissue,Home Care,2,75,100.72,15.11,171.22,21.22,434,30,Regular,Cash
T002102,2025-01-08,Store-B,North,P018,Detergent,Home Care,18,260,370.25,37.02,5998.14,1318.14,129,30,Regular,UPI
T002103,2025-01-04,Store-C,East,P013,Soft Drink,Beverages,15,50,60.8,3.04,866.4,116.4,320,30,New,UPI
T002104,2025-10-17,Store-B,North,P019,Tissue,Home Care,18,75,104.02,15.6,1591.56,241.56,170,30,Regular,Card
T002105,2025-04-29,Store-B,West,P019,Tissue,Home Care,14,75,93.26,13.99,1109.78,59.78,28,30,Wholesale,Cash
T002106,2025-04-06,Store-A,East,P001,Milk,Dairy,5,60,77.24,7.72,347.6,47.6,271,30,New,UPI
T002107,2025-02-16,Store-C,South,P001,Milk,Dairy,20,60,71.27,10.69,1211.6,11.6,63,30,Regular,Card
T002108,2025-03-28,Store-A,South,P018,Detergent,Home Care,1,260,313.11,46.97,266.14,6.14,363,30,Regular,UPI
T002109,2025-01-03,Store-C,North,P017,Salt,Grocery,4,20,26.13,3.92,88.84,8.84,375,30,New,Cash
T002110,2025-10-09,Store-A,East,P004,Sugar,Grocery,17,45,57.64,5.76,881.96,116.96,175,30,Wholesale,Card
T002111,2025-10-12,Store-A,North,P015,Coffee,Beverages,16,220,264.05,0.0,4224.8,704.8,200,30,New,Cash
T002112,2025-10-08,Store-D,South,P016,Cooking Oil,Grocery,18,180,248.34,12.42,4246.56,1006.56,39,30,Wholesale,Card
T002113,2025-06-09,Store-A,North,P016,Cooking Oil,Grocery,6,180,250.4,25.04,1352.16,272.16,174,30,Wholesale,Cash
T002114,2025-10-10,Store-B,East,P006,Butter,Dairy,16,55,65.93,0.0,1054.88,174.88,95,30,Wholesale,Cash
T002115,2025-05-10,Store-A,East,P008,Biscuits,Snacks,5,35,47.21,2.36,224.25,49.25,35,30,New,UPI
T002116,2025-08-04,Store-C,South,P009,Soap,Personal Care,7,30,41.08,0.0,287.56,77.56,38,30,Wholesale,Cash
T002117,2025-05-22,Store-B,South,P005,Eggs,Dairy,1,90,106.94,5.35,101.59,11.59,30,30,Regular,Cash
T002118,2025-02-22,Store-B,East,P015,Coffee,Beverages,16,220,276.71,13.84,4205.92,685.92,361,30,Wholesale,Cash
T002119,2025-01-25,Store-D,East,P002,Bread,Bakery,5,40,52.04,7.81,221.15,21.15,176,30,New,Cash
T002120,2025-08-14,Store-D,West,P001,Milk,Dairy,2,60,75.2,3.76,142.88,22.88,483,30,New,UPI
T002121,2025-02-06,Store-A,South,P019,Tissue,Home Care,4,75,100.0,5.0,380.0,80.0,72,30,Wholesale,Cash
T002122,2025-11-08,Store-A,South,P014,Tea,Beverages,3,140,180.73,27.11,460.86,40.86,447,30,Wholesale,Card
T002123,2025-05-07,Store-C,North,P017,Salt,Grocery,7,20,23.72,0.0,166.04,26.04,139,30,Wholesale,UPI
T002124,2025-04-14,Store-A,West,P013,Soft Drink,Beverages,6,50,59.76,0.0,358.56,58.56,415,30,New,Cash
T002125,2025-08-02,Store-D,West,P017,Salt,Grocery,2,20,25.2,2.52,45.36,5.36,435,30,Regular,UPI
T002126,2025-09-20,Store-D,East,P008,Biscuits,Snacks,13,35,50.01,0.0,650.13,195.13,297,30,New,Cash
T002127,2025-12-02,Store-A,West,P010,Shampoo,Personal Care,19,180,222.49,22.25,3804.56,384.56,158,30,New,UPI
T002128,2025-04-26,Store-D,East,P007,Chips,Snacks,10,25,33.28,1.66,316.2,66.2,372,30,Regular,UPI
T002129,2025-03-28,Store-D,South,P020,Notebook,Stationery,13,60,72.01,3.6,889.33,109.33,71,30,New,Cash
T002130,2025-07-30,Store-B,East,P003,Rice,Grocery,10,70,100.84,10.08,907.6,207.6,115,30,Wholesale,Card
T002131,2025-09-21,Store-A,West,P011,Toothpaste,Personal Care,9,95,128.44,0.0,1155.96,300.96,352,30,Wholesale,Card
T002132,2025-11-24,Store-B,East,P020,Notebook,Stationery,4,60,82.32,12.35,279.88,39.88,80,30,Wholesale,Cash
T002133,2025-04-13,Store-C,South,P020,Notebook,Stationery,19,60,81.29,8.13,1390.04,250.04,117,30,Regular,Card
T002134,2025-07-07,Store-A,East,P010,Shampoo,Personal Care,15,180,259.6,12.98,3699.3,999.3,460,30,Wholesale,Cash
T002135,2025-01-18,Store-B,North,P008,Biscuits,Snacks,8,35,42.99,2.15,326.72,46.72,491,30,Regular,Card
T002136,2025-05-17,Store-C,West,P012,Juice,Beverages,17,80,103.99,0.0,1767.83,407.83,196,30,Wholesale,UPI
T002137,2025-10-28,Store-C,East,P019,Tissue,Home Care,9,75,97.49,14.62,745.83,70.83,210,30,Regular,UPI
T002138,2025-05-19,Store-D,West,P008,Biscuits,Snacks,14,35,44.14,6.62,525.28,35.28,443,30,Wholesale,Card
T002139,2025-04-17,Store-C,South,P017,Salt,Grocery,13,20,28.77,0.0,374.01,114.01,225,30,Regular,Cash
T002140,2025-06-20,Store-C,North,P011,Toothpaste,Personal Care,10,95,119.79,0.0,1197.9,247.9,298,30,New,Cash
T002141,2025-07-15,Store-D,East,P013,Soft Drink,Beverages,20,50,59.64,5.96,1073.6,73.6,299,30,New,Cash
T002142,2025-05-03,Store-C,North,P004,Sugar,Grocery,8,45,51.93,5.19,373.92,13.92,74,30,New,Cash
T002143,2025-12-08,Store-C,South,P013,Soft Drink,Beverages,4,50,71.5,7.15,257.4,57.4,31,30,Regular,Cash
T002144,2025-06-08,Store-B,North,P014,Tea,Beverages,4,140,173.64,17.36,625.12,65.12,458,30,New,Card
T002145,2025-02-23,Store-A,North,P014,Tea,Beverages,8,140,188.63,28.29,1282.72,162.72,120,30,Wholesale,Card
T002146,2025-03-27,Store-B,North,P004,Sugar,Grocery,16,45,64.44,6.44,928.0,208.0,475,30,Regular,UPI
T002147,2025-03-22,Store-B,East,P018,Detergent,Home Care,15,260,306.21,30.62,4133.85,233.85,167,30,Wholesale,UPI
T002148,2025-05-17,Store-D,North,P006,Butter,Dairy,14,55,77.92,11.69,927.22,157.22,137,30,Regular,UPI
T002149,2025-09-28,Store-D,East,P007,Chips,Snacks,6,25,35.27,0.0,211.62,61.62,359,30,Wholesale,Cash
T002150,2025-08-09,Store-D,East,P008,Biscuits,Snacks,15,35,45.11,2.26,642.75,117.75,300,30,New,Cash
T002151,2025-02-01,Store-A,East,P007,Chips,Snacks,15,25,28.78,2.88,388.5,13.5,471,30,Regular,UPI
T002152,2025-11-29,Store-A,North,P018,Detergent,Home Care,3,260,300.92,30.09,812.49,32.49,171,30,Regular,Cash
T002153,2025-04-06,Store-C,West,P016,Cooking Oil,Grocery,6,180,246.39,0.0,1478.34,398.34,163,30,Wholesale,Cash
T002154,2025-10-21,Store-A,South,P004,Sugar,Grocery,14,45,52.11,5.21,656.6,26.6,121,30,New,Card
T002155,2025-03-04,Store-B,West,P003,Rice,Grocery,16,70,101.36,0.0,1621.76,501.76,106,30,Wholesale,UPI
T002156,2025-01-14,Store-B,West,P012,Juice,Beverages,5,80,104.43,15.66,443.85,43.85,95,30,Regular,UPI
T002157,2025-12-04,Store-B,South,P005,Eggs,Dairy,12,90,129.59,12.96,1399.56,319.56,428,30,Regular,Cash
T002158,2025-09-25,Store-B,North,P005,Eggs,Dairy,15,90,109.62,5.48,1562.1,212.1,462,30,New,UPI
T002159,2025-04-27,Store-D,West,P016,Cooking Oil,Grocery,8,180,249.22,12.46,1894.08,454.08,71,30,Regular,Card
T002160,2025-01-26,Store-D,North,P012,Juice,Beverages,2,80,103.27,0.0,206.54,46.54,469,30,Wholesale,Cash
T002161,2025-09-16,Store-B,South,P013,Soft Drink,Beverages,20,50,64.97,0.0,1299.4,299.4,396,30,New,Cash
T002162,2025-02-21,Store-C,South,P004,Sugar,Grocery,1,45,58.38,2.92,55.46,10.46,207,30,Wholesale,Card
T002163,2025-11-19,Store-D,East,P018,Detergent,Home Care,6,260,354.07,53.11,1805.76,245.76,346,30,Wholesale,UPI
T002164,2025-05-15,Store-B,South,P013,Soft Drink,Beverages,16,50,60.5,9.07,822.88,22.88,390,30,Regular,Cash
T002165,2025-02-24,Store-C,East,P005,Eggs,Dairy,5,90,129.21,0.0,646.05,196.05,329,30,Regular,UPI
T002166,2025-07-01,Store-D,North,P018,Detergent,Home Care,19,260,311.03,15.55,5614.12,674.12,96,30,New,Cash
T002167,2025-07-19,Store-B,West,P020,Notebook,Stationery,11,60,72.8,0.0,800.8,140.8,465,30,Regular,Cash
T002168,2025-09-09,Store-C,North,P004,Sugar,Grocery,18,45,52.5,7.88,803.16,-6.84,355,30,Regular,Cash
T002169,2025-03-04,Store-C,South,P016,Cooking Oil,Grocery,11,180,219.37,21.94,2171.73,191.73,400,30,Regular,Card
T002170,2025-12-05,Store-A,East,P003,Rice,Grocery,8,70,96.77,4.84,735.44,175.44,210,30,Wholesale,UPI
T002171,2025-07-07,Store-D,North,P008,Biscuits,Snacks,19,35,48.95,7.34,790.59,125.59,341,30,New,Card
T002172,2025-10-19,Store-A,South,P009,Soap,Personal Care,16,30,34.91,3.49,502.72,22.72,133,30,Wholesale,Card
T002173,2025-02-09,Store-C,East,P003,Rice,Grocery,12,70,82.32,8.23,889.08,49.08,41,30,New,UPI
T002174,2025-07-12,Store-B,East,P001,Milk,Dairy,19,60,85.8,0.0,1630.2,490.2,300,30,New,Card
T002175,2025-01-01,Store-B,North,P016,Cooking Oil,Grocery,12,180,250.46,0.0,3005.52,845.52,249,30,New,Cash
T002176,2025-11-30,Store-D,North,P014,Tea,Beverages,6,140,189.0,0.0,1134.0,294.0,323,30,Regular,Card
T002177,2025-05-05,Store-D,West,P003,Rice,Grocery,5,70,86.96,4.35,413.05,63.05,297,30,New,Card
T002178,2025-02-07,Store-B,West,P019,Tissue,Home Care,15,75,95.38,14.31,1216.05,91.05,115,30,New,UPI
T002179,2025-08-13,Store-D,North,P008,Biscuits,Snacks,3,35,48.63,2.43,138.6,33.6,72,30,New,UPI
T002180,2025-10-06,Store-D,East,P019,Tissue,Home Care,17,75,98.28,14.74,1420.18,145.18,337,30,Regular,Card
T002181,2025-03-01,Store-A,West,P007,Chips,Snacks,19,25,35.5,3.55,607.05,132.05,108,30,New,UPI
T002182,2025-04-30,Store-A,South,P007,Chips,Snacks,1,25,35.9,3.59,32.31,7.31,98,30,Regular,Cash
T002183,2025-06-28,Store-D,West,P004,Sugar,Grocery,19,45,52.68,0.0,1000.92,145.92,401,30,New,UPI
T002184,2025-01-04,Store-A,North,P019,Tissue,Home Care,15,75,104.24,10.42,1407.3,282.3,250,30,Regular,UPI
T002185,2025-12-07,Store-D,West,P018,Detergent,Home Care,15,260,329.86,32.99,4453.05,553.05,283,30,New,UPI
T002186,2025-02-15,Store-D,South,P019,Tissue,Home Care,15,75,99.59,9.96,1344.45,219.45,458,30,New,UPI
T002187,2025-01-12,Store-D,South,P014,Tea,Beverages,2,140,171.79,17.18,309.22,29.22,21,30,New,UPI
T002188,2025-10-17,Store-D,South,P008,Biscuits,Snacks,16,35,42.34,6.35,575.84,15.84,144,30,New,UPI
T002189,2025-10-19,Store-D,South,P003,Rice,Grocery,4,70,99.04,9.9,356.56,76.56,75,30,New,Cash
T002190,2025-07-08,Store-C,North,P002,Bread,Bakery,12,40,53.12,0.0,637.44,157.44,96,30,Regular,Card
T002191,2025-06-03,Store-B,North,P006,Butter,Dairy,15,55,70.07,3.5,998.55,173.55,223,30,New,Card
T002192,2025-07-21,Store-C,East,P010,Shampoo,Personal Care,17,180,240.52,24.05,3679.99,619.99,318,30,New,Card
T002193,2025-05-15,Store-C,South,P014,Tea,Beverages,8,140,173.54,17.35,1249.52,129.52,390,30,New,Card
T002194,2025-03-04,Store-D,South,P009,Soap,Personal Care,3,30,41.63,4.16,112.41,22.41,318,30,Wholesale,Cash
T002195,2025-10-22,Store-C,West,P009,Soap,Personal Care,9,30,39.7,3.97,321.57,51.57,120,30,New,Cash
T002196,2025-10-31,Store-C,West,P017,Salt,Grocery,18,20,24.03,1.2,410.94,50.94,29,30,Regular,Card
T002197,2025-05-08,Store-B,North,P016,Cooking Oil,Grocery,7,180,260.37,26.04,1640.31,380.31,56,30,Regular,Card
T002198,2025-09-03,Store-A,West,P015,Coffee,Beverages,5,220,257.04,12.85,1220.95,120.95,63,30,New,UPI
T002199,2025-06-22,Store-D,South,P017,Salt,Grocery,12,20,24.16,3.62,246.48,6.48,194,30,Regular,Cash
